,gene_type,gene_name,gencode_transcript,ensembl_transcript,ensembl_gene,gencode_gene,splice_type,biomark_neural_panel,confident_rbp,rbp,ribosomal,ribosomal_subunit,synapse,transcription_factor,one_ensembl_id
chr22:18479822:18480084:-@chr22:18479392:18479821:-,protein_coding,MICAL3,"ENST00000429452.1,ENST00000441493.2,ENST00000444520.1,ENST00000424046.1,ENST00000207726.7,ENST00000495076.1","ENST00000444520,ENST00000495076,ENST00000207726,ENST00000429452,ENST00000424046,ENST00000441493",ENSG00000243156,ENSG00000243156.3,TANDEMUTR,False,False,False,False,False,False,False,ENSG00000243156
chr22:18494575:18494706:+@chr22:18494707:18494877:+,,,,,,,TANDEMUTR,,,,,,,,
chr22:18566203:18566498:+@chr22:18567878:18568024:+@chr22:18570738:18573797:+,protein_coding,PEX26,"ENST00000399744.3,ENST00000474897.1,ENST00000329627.7,ENST00000428061.2","ENST00000474897,ENST00000329627,ENST00000428061,ENST00000399744",ENSG00000215193,ENSG00000215193.8,SE,False,False,False,False,False,False,False,ENSG00000215193
chr22:18593453:18593605|18593634:+@chr22:18604246:18604468:+,protein_coding,"TUBA8,PEX26","ENST00000426208.1,ENST00000474897.1,ENST00000330423.3,ENST00000316027.6","ENST00000316027,ENST00000474897,ENST00000330423,ENST00000426208","ENSG00000183785,ENSG00000215193","ENSG00000183785.10,ENSG00000215193.8",A5SS,,,,,,,,ENSG00000183785
chr22:18837631:18839356:+@chr22:18839732:18840107:+@chr22:18841163:18841268:+,protein_coding,AC008132.13,"ENST00000412938.1,ENST00000416498.1,ENST00000445398.1","ENST00000412938,ENST00000445398,ENST00000416498",ENSG00000161103,ENSG00000161103.7,SE,False,False,False,False,False,False,False,ENSG00000161103
chr22:18841163:18841268:+@chr22:18842261|18843303:18843431:+,protein_coding,AC008132.13,"ENST00000412938.1,ENST00000416498.1,ENST00000445398.1","ENST00000412938,ENST00000445398,ENST00000416498",ENSG00000161103,ENSG00000161103.7,A3SS,False,False,False,False,False,False,False,ENSG00000161103
chr22:18894078:18894238:+@chr22:18897493:18897611:+@chr22:18897685:18897785:+,protein_coding,DGCR6,"ENST00000436645.1,ENST00000427407.1,ENST00000331444.6,ENST00000413981.1,ENST00000483718.1","ENST00000331444,ENST00000413981,ENST00000436645,ENST00000483718,ENST00000427407",ENSG00000183628,ENSG00000183628.8,SE,False,False,False,False,False,False,False,ENSG00000183628
chr22:18894078:18894238|18894599:+@chr22:18897685:18897785:+,protein_coding,DGCR6,"ENST00000436645.1,ENST00000427407.1,ENST00000331444.6,ENST00000413981.1,ENST00000483718.1","ENST00000331444,ENST00000413981,ENST00000436645,ENST00000483718,ENST00000427407",ENSG00000183628,ENSG00000183628.8,A5SS,False,False,False,False,False,False,False,ENSG00000183628
chr22:18894078:18894599:+@chr22:18897685|18897692:18897785:+,protein_coding,DGCR6,"ENST00000436645.1,ENST00000427407.1,ENST00000331444.6,ENST00000413981.1,ENST00000480608.1,ENST00000483718.1","ENST00000413981,ENST00000480608,ENST00000427407,ENST00000331444,ENST00000436645,ENST00000483718",ENSG00000183628,ENSG00000183628.8,A3SS,False,False,False,False,False,False,False,ENSG00000183628
chr22:18907219:18907311:-@chr22:18907110|18907144:18906964:-,protein_coding,PRODH,"ENST00000334029.2,ENST00000609229.1,ENST00000482858.1,ENST00000429300.1,ENST00000313755.5,ENST00000491604.1,ENST00000357068.6,ENST00000420436.1","ENST00000429300,ENST00000609229,ENST00000334029,ENST00000357068,ENST00000482858,ENST00000491604,ENST00000420436,ENST00000313755",ENSG00000100033,ENSG00000100033.12,A3SS,False,False,False,False,False,False,False,ENSG00000100033
chr22:18912564:18912713:-@chr22:18910446|18910692:18910330:-,protein_coding,PRODH,"ENST00000334029.2,ENST00000399694.1,ENST00000457083.1,ENST00000450579.1,ENST00000438924.1,ENST00000482858.1,ENST00000429300.1,ENST00000491604.1,ENST00000357068.6,ENST00000420436.1","ENST00000429300,ENST00000334029,ENST00000450579,ENST00000357068,ENST00000438924,ENST00000482858,ENST00000491604,ENST00000399694,ENST00000420436,ENST00000457083",ENSG00000100033,ENSG00000100033.12,A3SS,False,False,False,False,False,False,False,ENSG00000100033
chr22:18912564:18912713:-@chr22:18910628:18910692:-@chr22:18910330:18910446:-,protein_coding,PRODH,"ENST00000334029.2,ENST00000399694.1,ENST00000457083.1,ENST00000450579.1,ENST00000438924.1,ENST00000482858.1,ENST00000491604.1,ENST00000357068.6,ENST00000420436.1","ENST00000334029,ENST00000450579,ENST00000357068,ENST00000438924,ENST00000482858,ENST00000491604,ENST00000399694,ENST00000420436,ENST00000457083",ENSG00000100033,ENSG00000100033.12,SE,False,False,False,False,False,False,False,ENSG00000100033
chr22:18923528:18923840:-@chr22:18918503:18918711:-@chr22:18913201:18913235:-,protein_coding,PRODH,"ENST00000334029.2,ENST00000457083.1,ENST00000450579.1,ENST00000438924.1,ENST00000482858.1,ENST00000491604.1,ENST00000357068.6,ENST00000420436.1,ENST00000496625.1","ENST00000496625,ENST00000334029,ENST00000450579,ENST00000357068,ENST00000438924,ENST00000482858,ENST00000491604,ENST00000420436,ENST00000457083",ENSG00000100033,ENSG00000100033.12,SE,False,False,False,False,False,False,False,ENSG00000100033
chr22:18923903:18924066:-@chr22:18923528:18923840:-@chr22:18918503:18918711:-,protein_coding,PRODH,"ENST00000334029.2,ENST00000457083.1,ENST00000438924.1,ENST00000482858.1,ENST00000491604.1,ENST00000357068.6,ENST00000420436.1","ENST00000334029,ENST00000357068,ENST00000438924,ENST00000482858,ENST00000491604,ENST00000420436,ENST00000457083",ENSG00000100033,ENSG00000100033.12,SE,False,False,False,False,False,False,False,ENSG00000100033
chr22:18923903:18924066:-@chr22:18923528:18923840:-@chr22:18918503:18918711:-@chr22:18913201:18913235:-,protein_coding,PRODH,"ENST00000334029.2,ENST00000457083.1,ENST00000450579.1,ENST00000438924.1,ENST00000482858.1,ENST00000491604.1,ENST00000357068.6,ENST00000420436.1,ENST00000496625.1","ENST00000496625,ENST00000334029,ENST00000450579,ENST00000357068,ENST00000438924,ENST00000482858,ENST00000491604,ENST00000420436,ENST00000457083",ENSG00000100033,ENSG00000100033.12,MXE,False,False,False,False,False,False,False,ENSG00000100033
chr22:18924066:18923528|18923903:-@chr22:18918503:18918711:-,protein_coding,PRODH,"ENST00000334029.2,ENST00000357068.6,ENST00000482858.1,ENST00000491604.1","ENST00000334029,ENST00000491604,ENST00000357068,ENST00000482858",ENSG00000100033,ENSG00000100033.12,A5SS,False,False,False,False,False,False,False,ENSG00000100033
chr22:18958011:18958171:+@chr22:18973349:18973532:+@chr22:18975270:18975413:+,antisense,DGCR5,"ENST00000421572.1,ENST00000440005.2,ENST00000438934.1","ENST00000421572,ENST00000438934,ENST00000440005",ENSG00000237517,ENSG00000237517.4,SE,False,False,False,False,False,False,False,ENSG00000237517
chr22:18958011:18958171:+@chr22:18975270:18975413:+@chr22:18978233:18978437:+,antisense,DGCR5,"ENST00000421572.1,ENST00000440005.2,ENST00000438934.1","ENST00000421572,ENST00000438934,ENST00000440005",ENSG00000237517,ENSG00000237517.4,SE,False,False,False,False,False,False,False,ENSG00000237517
chr22:19050715:19050791:-@chr22:19048079:19048468:-@chr22:19044499:19044675:-,protein_coding,DGCR2,"ENST00000608548.1,ENST00000473832.1,ENST00000537045.1,ENST00000263196.7,ENST00000545799.1,ENST00000389262.4","ENST00000473832,ENST00000537045,ENST00000263196,ENST00000545799,ENST00000389262,ENST00000608548",ENSG00000070413,ENSG00000070413.14,SE,False,False,False,False,False,False,False,ENSG00000070413
chr22:19055613:19055738:-@chr22:19052571|19052580:19052361:-,protein_coding,DGCR2,"ENST00000263196.7,ENST00000545799.1,ENST00000473832.1,ENST00000537045.1,ENST00000389262.4","ENST00000545799,ENST00000537045,ENST00000473832,ENST00000263196,ENST00000389262",ENSG00000070413,ENSG00000070413.14,A3SS,False,False,False,False,False,False,False,ENSG00000070413
chr22:19055613:19055738:-@chr22:19052571|19052588:19052361:-,protein_coding,DGCR2,"ENST00000263196.7,ENST00000545799.1,ENST00000473832.1,ENST00000537045.1,ENST00000389262.4","ENST00000545799,ENST00000537045,ENST00000473832,ENST00000263196,ENST00000389262",ENSG00000070413,ENSG00000070413.14,A3SS,False,False,False,False,False,False,False,ENSG00000070413
chr22:19055613:19055738:-@chr22:19052580|19052588:19052361:-,protein_coding,DGCR2,"ENST00000263196.7,ENST00000545799.1,ENST00000473832.1,ENST00000537045.1,ENST00000389262.4","ENST00000545799,ENST00000537045,ENST00000473832,ENST00000263196,ENST00000389262",ENSG00000070413,ENSG00000070413.14,A3SS,False,False,False,False,False,False,False,ENSG00000070413
chr22:19109641:19109967:-@chr22:19076881:19077003:-@chr22:19055613:19055738:-,protein_coding,DGCR2,"ENST00000263196.7,ENST00000545799.1,ENST00000537045.1,ENST00000389262.4","ENST00000545799,ENST00000537045,ENST00000263196,ENST00000389262",ENSG00000070413,ENSG00000070413.14,SE,False,False,False,False,False,False,False,ENSG00000070413
chr22:19165455:19165554:-@chr22:19165240:19165378:-@chr22:19164633:19164717:-,protein_coding,SLC25A1,"ENST00000461267.1,ENST00000215882.5,ENST00000470922.1,ENST00000451283.1","ENST00000215882,ENST00000451283,ENST00000461267,ENST00000470922",ENSG00000100075,ENSG00000100075.5,SE,False,False,False,False,False,False,False,ENSG00000100075
chr22:19165554:19165240|19165455:-@chr22:19164633:19164717:-,protein_coding,SLC25A1,"ENST00000215882.5,ENST00000470922.1,ENST00000461267.1,ENST00000451283.1","ENST00000215882,ENST00000451283,ENST00000470922,ENST00000461267",ENSG00000100075,ENSG00000100075.5,A5SS,False,False,False,False,False,False,False,ENSG00000100075
chr22:19175070:19175240:-@chr22:19171909:19172049:-@chr22:19170903:19171124:-,protein_coding,CLTCL1,"ENST00000263200.10,ENST00000505027.2,ENST00000413132.2,ENST00000538828.1,ENST00000442042.2,ENST00000536806.1,ENST00000427926.1,ENST00000353891.5","ENST00000538828,ENST00000263200,ENST00000427926,ENST00000353891,ENST00000505027,ENST00000536806,ENST00000413132,ENST00000442042",ENSG00000070371,ENSG00000070371.11,SE,False,False,False,False,False,False,False,ENSG00000070371
chr22:19175493:19175603:-@chr22:19175070:19175240:-@chr22:19170903:19171124:-,protein_coding,CLTCL1,"ENST00000263200.10,ENST00000505027.2,ENST00000413132.2,ENST00000538828.1,ENST00000442042.2,ENST00000536806.1,ENST00000427926.1,ENST00000353891.5","ENST00000538828,ENST00000263200,ENST00000427926,ENST00000353891,ENST00000505027,ENST00000536806,ENST00000413132,ENST00000442042",ENSG00000070371,ENSG00000070371.11,SE,False,False,False,False,False,False,False,ENSG00000070371
chr22:19178816:19178947:-@chr22:19175493:19175603:-@chr22:19170903:19171124:-,protein_coding,CLTCL1,"ENST00000263200.10,ENST00000505027.2,ENST00000413132.2,ENST00000442042.2,ENST00000536806.1,ENST00000427926.1,ENST00000353891.5","ENST00000263200,ENST00000427926,ENST00000353891,ENST00000505027,ENST00000442042,ENST00000536806,ENST00000413132",ENSG00000070371,ENSG00000070371.11,SE,False,False,False,False,False,False,False,ENSG00000070371
chr22:19189003:19188840|19188902:-@chr22:19187245:19187352:-,protein_coding,CLTCL1,"ENST00000263200.10,ENST00000505027.2,ENST00000413132.2,ENST00000442042.2,ENST00000536806.1,ENST00000427926.1,ENST00000353891.5","ENST00000263200,ENST00000427926,ENST00000353891,ENST00000505027,ENST00000442042,ENST00000536806,ENST00000413132",ENSG00000070371,ENSG00000070371.11,A5SS,False,False,False,False,False,False,False,ENSG00000070371
chr22:19195664:19195821:-@chr22:19189003|19189004:19188840:-,protein_coding,CLTCL1,"ENST00000263200.10,ENST00000505027.2,ENST00000413132.2,ENST00000442042.2,ENST00000536806.1,ENST00000427926.1,ENST00000353891.5","ENST00000263200,ENST00000427926,ENST00000353891,ENST00000505027,ENST00000442042,ENST00000536806,ENST00000413132",ENSG00000070371,ENSG00000070371.11,A3SS,False,False,False,False,False,False,False,ENSG00000070371
chr22:19196432:19196624:-@chr22:19195663:19195821:-@chr22:19188840:19189003:-,protein_coding,CLTCL1,"ENST00000263200.10,ENST00000505027.2,ENST00000413132.2,ENST00000442042.2,ENST00000536806.1,ENST00000427926.1,ENST00000353891.5","ENST00000263200,ENST00000427926,ENST00000353891,ENST00000505027,ENST00000442042,ENST00000536806,ENST00000413132",ENSG00000070371,ENSG00000070371.11,SE,False,False,False,False,False,False,False,ENSG00000070371
chr22:19196432:19196624:-@chr22:19195664:19195821:-@chr22:19188840:19189003:-,protein_coding,CLTCL1,"ENST00000263200.10,ENST00000505027.2,ENST00000413132.2,ENST00000442042.2,ENST00000536806.1,ENST00000427926.1,ENST00000353891.5","ENST00000263200,ENST00000427926,ENST00000353891,ENST00000505027,ENST00000442042,ENST00000536806,ENST00000413132",ENSG00000070371,ENSG00000070371.11,SE,False,False,False,False,False,False,False,ENSG00000070371
chr22:19213742:19213906:-@chr22:19212976:19213156:-@chr22:19211414:19211577:-,protein_coding,CLTCL1,"ENST00000263200.10,ENST00000458188.2,ENST00000505027.2,ENST00000413132.2,ENST00000427926.1,ENST00000353891.5","ENST00000263200,ENST00000458188,ENST00000427926,ENST00000353891,ENST00000505027,ENST00000413132",ENSG00000070371,ENSG00000070371.11,SE,False,False,False,False,False,False,False,ENSG00000070371
chr22:19263146:19263353:-@chr22:19245328:19245390:-@chr22:19241482:19241750:-,protein_coding,CLTCL1,"ENST00000263200.10,ENST00000449918.1,ENST00000505027.2,ENST00000413132.2,ENST00000427926.1,ENST00000353891.5","ENST00000263200,ENST00000427926,ENST00000449918,ENST00000353891,ENST00000505027,ENST00000413132",ENSG00000070371,ENSG00000070371.11,SE,False,False,False,False,False,False,False,ENSG00000070371
chr22:19340879:19341042:-@chr22:19338881:19338969:-@chr22:19318224:19319079:-,protein_coding,"C22orf39,HIRA","ENST00000546308.1,ENST00000509549.1,ENST00000541063.1,ENST00000263208.5,ENST00000340170.4","ENST00000263208,ENST00000541063,ENST00000546308,ENST00000340170,ENST00000509549","ENSG00000100084,ENSG00000242259","ENSG00000100084.10,ENSG00000242259.4",SE,,,,,,,,ENSG00000100084
chr22:19343753:19343811:-@chr22:19343283:19343388:-@chr22:19341519:19341641:-,protein_coding,"C22orf39,HIRA","ENST00000546308.1,ENST00000509549.1,ENST00000541063.1,ENST00000263208.5,ENST00000340170.4","ENST00000263208,ENST00000541063,ENST00000546308,ENST00000340170,ENST00000509549","ENSG00000100084,ENSG00000242259","ENSG00000100084.10,ENSG00000242259.4",SE,,,,,,,,ENSG00000100084
chr22:19435188:19435755:-@chr22:19434901:19435068:-@chr22:19398239:19398301:-,protein_coding,"C22orf39,HIRA","ENST00000464189.1,ENST00000542103.1,ENST00000399568.1,ENST00000541063.1,ENST00000546308.1,ENST00000263208.5,ENST00000340170.4,ENST00000333059.5,ENST00000509549.1,ENST00000452818.1,ENST00000399562.4","ENST00000263208,ENST00000399568,ENST00000541063,ENST00000399562,ENST00000340170,ENST00000333059,ENST00000452818,ENST00000464189,ENST00000509549,ENST00000542103,ENST00000546308","ENSG00000100084,ENSG00000242259","ENSG00000100084.10,ENSG00000242259.4",SE,,,,,,,,ENSG00000100084
chr22:19442325:19442353:-@chr22:19439401:19439523:-@chr22:19437464:19438267:-,protein_coding,UFD1L,"ENST00000399523.1,ENST00000466373.1,ENST00000360834.4","ENST00000399523,ENST00000466373,ENST00000360834",ENSG00000070010,ENSG00000070010.14,SE,False,False,False,False,False,False,False,ENSG00000070010
chr22:19442353:19442272|19442325:-@chr22:19437464:19438267:-,protein_coding,UFD1L,"ENST00000466373.1,ENST00000399523.1,ENST00000459854.1,ENST00000263202.10,ENST00000360834.4","ENST00000399523,ENST00000263202,ENST00000466373,ENST00000360834,ENST00000459854",ENSG00000070010,ENSG00000070010.14,A5SS,False,False,False,False,False,False,False,ENSG00000070010
chr22:19462993:19463125:-@chr22:19462591:19462623:-@chr22:19459210:19459331:-,protein_coding,UFD1L,"ENST00000474226.1,ENST00000399523.1,ENST00000421968.2,ENST00000459854.1,ENST00000263202.10,ENST00000360834.4,ENST00000494054.1,ENST00000489406.1,ENST00000484101.1","ENST00000399523,ENST00000421968,ENST00000484101,ENST00000360834,ENST00000263202,ENST00000494054,ENST00000489406,ENST00000459854,ENST00000474226",ENSG00000070010,ENSG00000070010.14,SE,False,False,False,False,False,False,False,ENSG00000070010
chr22:19463125:19462993|19463019:-@chr22:19462591:19462623:-,protein_coding,UFD1L,"ENST00000474226.1,ENST00000399523.1,ENST00000421968.2,ENST00000459854.1,ENST00000263202.10,ENST00000360834.4,ENST00000447868.1,ENST00000494054.1,ENST00000489406.1,ENST00000484101.1","ENST00000399523,ENST00000447868,ENST00000484101,ENST00000360834,ENST00000421968,ENST00000263202,ENST00000494054,ENST00000489406,ENST00000459854,ENST00000474226",ENSG00000070010,ENSG00000070010.14,A5SS,False,False,False,False,False,False,False,ENSG00000070010
chr22:19466606:19466738:-@chr22:19459210:19459331:-@chr22:19455396:19455526:-,protein_coding,UFD1L,"ENST00000474226.1,ENST00000399523.1,ENST00000421968.2,ENST00000459854.1,ENST00000263202.10,ENST00000360834.4,ENST00000447868.1,ENST00000494054.1,ENST00000489406.1,ENST00000484101.1","ENST00000399523,ENST00000421968,ENST00000484101,ENST00000360834,ENST00000447868,ENST00000474226,ENST00000494054,ENST00000489406,ENST00000459854,ENST00000263202",ENSG00000070010,ENSG00000070010.14,SE,False,False,False,False,False,False,False,ENSG00000070010
chr22:19466606:19466738:-@chr22:19462993:19463125:-@chr22:19459210:19459331:-,protein_coding,UFD1L,"ENST00000474226.1,ENST00000399523.1,ENST00000421968.2,ENST00000459854.1,ENST00000263202.10,ENST00000360834.4,ENST00000494054.1,ENST00000489406.1,ENST00000484101.1","ENST00000399523,ENST00000421968,ENST00000484101,ENST00000360834,ENST00000263202,ENST00000494054,ENST00000489406,ENST00000459854,ENST00000474226",ENSG00000070010,ENSG00000070010.14,SE,False,False,False,False,False,False,False,ENSG00000070010
chr22:19466982:19467094:+@chr22:19467349:19467542:+@chr22:19467681:19467740:+,protein_coding,CDC45,"ENST00000455750.1,ENST00000483431.1,ENST00000404724.3,ENST00000438587.1,ENST00000263201.1,ENST00000437685.2,ENST00000407835.1","ENST00000407835,ENST00000263201,ENST00000483431,ENST00000404724,ENST00000455750,ENST00000438587,ENST00000437685",ENSG00000093009,ENSG00000093009.5,SE,False,False,False,False,False,False,False,ENSG00000093009
chr22:19467414:19467527|19467542:+@chr22:19467681:19467740:+,protein_coding,CDC45,"ENST00000455750.1,ENST00000483431.1,ENST00000404724.3,ENST00000438587.1,ENST00000263201.1,ENST00000437685.2,ENST00000491520.1,ENST00000407835.1","ENST00000438587,ENST00000407835,ENST00000263201,ENST00000483431,ENST00000404724,ENST00000455750,ENST00000491520,ENST00000437685",ENSG00000093009,ENSG00000093009.5,A5SS,False,False,False,False,False,False,False,ENSG00000093009
chr22:19468476:19468568:+@chr22:19470213:19470350:+@chr22:19471385:19471528:+,protein_coding,CDC45,"ENST00000455750.1,ENST00000483431.1,ENST00000428937.1,ENST00000404724.3,ENST00000487669.1,ENST00000438587.1,ENST00000263201.1,ENST00000437685.2,ENST00000491520.1,ENST00000407835.1","ENST00000491520,ENST00000407835,ENST00000428937,ENST00000263201,ENST00000483431,ENST00000404724,ENST00000487669,ENST00000455750,ENST00000438587,ENST00000437685",ENSG00000093009,ENSG00000093009.5,SE,False,False,False,False,False,False,False,ENSG00000093009
